product_id,product_name,product_category,brand,unit_price,weight_grams,stock_qty
PROD00046,Smart Watch Standard,Electronics,Bajaj,17900.1,4884,421
PROD00047,Dupatta Pro,Clothing,Peter England,17883.22,4474,120
PROD00048,Badminton Racket Plus,Sports & Fitness,W for Woman,10523.07,3986,337
PROD00049,Face Wash Lite,Beauty & Personal,Amul,8750.92,3808,219
PROD00050,Laptop Max,Electronics,OnePlus,17565.57,1934,70
PROD00051,Hair Oil Standard,Beauty & Personal,OnePlus,23725.35,2589,175
PROD00052,Smart Watch Standard,Electronics,Dabur,19829.17,114,197
PROD00053,Saree Max,Clothing,Bajaj,5769.3,3077,53
PROD00054,Cookbook Lite,Books,Wildcraft,24066.95,747,300
PROD00055,Organic Ghee Max,Grocery & Food,Amul,15261.25,2315,240
PROD00056,Atta Max,Grocery & Food,Noise,2854.25,4093,9
PROD00057,Curtain Lite,Home & Kitchen,Samsung India,8453.18,1850,1
PROD00058,Lipstick Elite,Beauty & Personal,Boat,18114.8,1705,211
PROD00059,Novel Pro,Books,W for Woman,21750.56,1256,354
PROD00060,Serum Pro,Beauty & Personal,Amul,194981.3,725,146
PROD00061,Sports Shoes Max,Sports & Fitness,Boat,3485.45,3003,186
PROD00062,Skipping Rope Standard,Sports & Fitness,Unbranded,3131.62,1723,202
PROD00063,Non-stick Pan Pro,Home & Kitchen,FabIndia,8181.51,32143,361
PROD00064,Board Game Elite,Toys & Baby,Bajaj,984.74,4229,99
PROD00065,Curtain Pro,Home & Kitchen,Noise,10491.99,1034,69
PROD00066,Sunscreen Max,Beauty & Personal,Peter England,19438.41,3408,150
PROD00067,Board Game Max,Toys & Baby,Dabur,11551.46,2848,330
PROD00068,Cycling Helmet Plus,Sports & Fitness,Havells,20766.0,1050,482
PROD00069,Atlas Max,Books,Peter England,16448.49,3386,476
PROD00070,NCERT Guide Max,Books,Tata,4872.16,4130,312
PROD00071,Compact Max,Beauty & Personal,Peter England,5398.48,4105,284
PROD00072,Earbuds Standard,Electronics,Noise,8773.18,2589,121
PROD00073,Yoga Mat Lite,Sports & Fitness,Whirlpool,13473.27,2782,0
PROD00074,Tiffin Box Pro,Home & Kitchen,Reliance,16971.92,969,480
PROD00075,Earbuds Max,Electronics,Dabur,4367.37,1535,272
PROD00076,Drawing Kit Lite,Toys & Baby,Unbranded,3873.19,505,290
PROD00077,NCERT Guide Elite,Books,Marico,357.88,2722,48
PROD00078,Curtain Elite,Home & Kitchen,W for Woman,2864.68,3980,489
PROD00079,Comic Pro,Books,Havells,18807.27,3491,420
PROD00080,Gym Gloves Pro,Sports & Fitness,Noise,1430.67,4223,274
PROD00081,T-Shirt Plus,Clothing,Bajaj,15163.14,3097,467
PROD00082,Yoga Mat Pro,Sports & Fitness,Havells,15040.9,2777,452
PROD00083,Bedsheet Lite,Home & Kitchen,Patanjali,24813.08,1899,130
PROD00084,Lipstick Lite,Beauty & Personal,Bajaj,16956.12,1283,198
PROD00085,Lipstick Elite,Beauty & Personal,Samsung India,17495.5,4094,495
PROD00086,Smartphone Lite,Electronics,W for Woman,2285.35,1230,178
PROD00087,Face Wash Lite,Beauty & Personal,Samsung India,21913.63,4941,494
PROD00088,Mixer Grinder Lite,Home & Kitchen,Samsung India,8033.43,3685,152
PROD00089,Kurta Plus,Clothing,Bata,7847.01,291,93
PROD00090,Curtain Lite,Home & Kitchen,Bata,11667.49,3445,50
PROD00091,Competitive Exam Book Standard,Books,Patanjali,17704.47,2589,170
PROD00092,Tablet Max,Electronics,Samsung India,7395.49,3755,335
PROD00093,Sports Shoes Plus,Sports & Fitness,Whirlpool,19447.95,304,264
PROD00094,Pressure Cooker Max,Home & Kitchen,Reliance,6176.99,1130,84
PROD00095,Webcam Plus,Electronics,Samsung India,3110.85,3892,51
PROD00096,Cookbook Lite,Books,Bata,17431.49,836,171
PROD00097,Comic Max,Books,Marico,23042.38,2584,395
PROD00098,Bedsheet Lite,Home & Kitchen,FabIndia,22744.85,698,0
PROD00099,Baby Rattle Elite,Toys & Baby,Reliance,1608.44,4295,294
PROD00100,Badminton Racket Pro,Sports & Fitness,Boat,9820.41,1768,257
PROD00101,Dumbbell Pro,Sports & Fitness,OnePlus,7218.39,449,317
PROD00102,Power Bank Plus,Electronics,Amul,11393.64,3753,52
PROD00103,Atlas Max,Books,Tata,1307.62,1529,120
PROD00104,Remote Car Elite,Toys & Baby,W for Woman,10295.99,2081,283
PROD00105,Skipping Rope Max,Sports & Fitness,Whirlpool,24024.52,588,50
PROD00106,Jeans Standard,Clothing,Bata,14194.38,1236,279
PROD00107,Puzzle Elite,Toys & Baby,Amul,173561.46,2260,306
PROD00108,Non-stick Pan Plus,Home & Kitchen,Amul,20239.29,1151,466
PROD00109,Board Game Standard,Toys & Baby,Patanjali,9962.79,613,269
PROD00110,Children Book Pro,Books,Patanjali,1640.3,2759,402
PROD00111,Face Cream Pro,Beauty & Personal,Marico,8841.27,3749,421
PROD00112,Dumbbell Plus,Sports & Fitness,Peter England,20359.86,4753,237
PROD00113,Jacket Max,Clothing,Havells,5562.07,1548,406
PROD00114,Dumbbell Pro,Sports & Fitness,Amul,8196.28,325,173
PROD00115,Laptop Plus,Electronics,FabIndia,6824.2,3807,271
PROD00116,Action Figure Standard,Toys & Baby,OnePlus,22455.93,3204,70
PROD00117,Atta Lite,Grocery & Food,Whirlpool,7389.46,3951,16
PROD00118,Tracksuit Plus,Clothing,Wildcraft,6045.22,1573,29
PROD00119,Board Game Pro,Toys & Baby,Marico,23182.04,550,7
PROD00120,Speaker Standard,Electronics,Tata,24993.4,2567,293
PROD00121,Novel Lite,Books,Samsung India,14858.67,4237,358
PROD00122,Jacket Max,Clothing,Tata,23372.08,961,187
PROD00123,Lehenga Plus,Clothing,Dabur,107267.03,2370,138
PROD00124,Hair Oil Lite,Beauty & Personal,Reliance,4730.0,3426,0
PROD00125,Kajal Max,Beauty & Personal,Tata,17112.91,537,422
PROD00126,Remote Car Plus,Toys & Baby,FabIndia,19762.14,4706,237
PROD00127,Charger Elite,Electronics,Samsung India,18586.81,3927,412
PROD00128,Action Figure Elite,Toys & Baby,Marico,13271.33,3695,304
PROD00129,Speaker Standard,Electronics,Godrej,12903.35,1878,317
PROD00130,Non-stick Pan Max,Home & Kitchen,Bata,20553.9,2446,64
PROD00131,Charger Elite,Electronics,Havells,17239.66,1088,28
PROD00132,Stuffed Animal Max,Toys & Baby,Peter England,19832.25,1976,457
PROD00133,Comic Lite,Books,Dabur,5224.74,1188,327
PROD00134,Mixer Grinder Elite,Home & Kitchen,Tata,24161.51,2849,286
PROD00135,Pressure Cooker Standard,Home & Kitchen,Havells,18333.04,3719,335
PROD00136,Pressure Cooker Plus,Home & Kitchen,Reliance,10586.9,3112,133
PROD00137,Curtain Standard,Home & Kitchen,OnePlus,15000.09,1625,481
PROD00138,NCERT Guide Plus,Books,Wildcraft,16011.76,639,229
PROD00139,Sunscreen Elite,Beauty & Personal,Whirlpool,20039.96,4546,333
PROD00140,T-Shirt Max,Clothing,Peter England,17533.69,3931,350
PROD00141,Face Cream Elite,Beauty & Personal,Tata,21117.45,4503,235
PROD00142,Stuffed Animal Standard,Toys & Baby,OnePlus,9898.21,2527,371
PROD00143,Stuffed Animal Standard,Toys & Baby,Bata,10560.02,4757,434
PROD00144,Green Tea Standard,Grocery & Food,Noise,4754.18,2595,108
PROD00145,Basmati Rice Plus,Grocery & Food,Reliance,12915.92,3910,141
PROD00146,Charger Plus,Electronics,Havells,10067.85,1753,249
PROD00147,Action Figure Standard,Toys & Baby,Reliance,16636.91,4651,271
PROD00148,Baby Rattle Plus,Toys & Baby,Amul,15091.91,1010,168
PROD00149,Tiffin Box Plus,Home & Kitchen,FabIndia,21442.77,4414,378
PROD00150,Dumbbell Elite,Sports & Fitness,FabIndia,4247.89,1930,339
PROD00151,Dal Max,Grocery & Food,Amul,22889.39,1436,297
PROD00152,Charger Elite,Electronics,Samsung India,5551.1,2589,277
PROD00153,Cushion Cover Lite,Home & Kitchen,Peter England,18030.51,2165,477
PROD00154,Atta Max,Grocery & Food,Havells,12480.14,1224,425
PROD00155,Competitive Exam Book Max,Books,Marico,17580.49,4898,427
PROD00156,Speaker Pro,Electronics,Unbranded,13428.82,2869,107
PROD00157,Basmati Rice Max,Grocery & Food,Samsung India,16326.8,729,210
PROD00158,Remote Car Lite,Toys & Baby,Tata,18811.99,3987,0
PROD00159,Hair Oil Plus,Beauty & Personal,Dabur,4867.42,4687,76
PROD00160,Shampoo Elite,Beauty & Personal,Godrej,8590.66,4529,443
PROD00161,Children Book Standard,Books,Unbranded,21686.44,397,108
PROD00162,Puzzle Standard,Toys & Baby,Noise,20909.97,1569,69
PROD00163,Jeans Plus,Clothing,Unbranded,17042.47,4113,223
PROD00164,Curtain Lite,Home & Kitchen,Boat,7666.75,3631,441
PROD00165,Kurta Elite,Clothing,Whirlpool,5195.29,2796,103
PROD00166,Mixer Grinder Pro,Home & Kitchen,Havells,1259.96,1648,174
PROD00167,Kurta Lite,Clothing,Whirlpool,23353.74,4263,497
PROD00168,Shirt Elite,Clothing,Dabur,15913.2,359,373
PROD00169,Sports Shoes Standard,Sports & Fitness,Amul,10356.24,4032,405
PROD00170,Tiffin Box Plus,Home & Kitchen,Bajaj,17267.56,1310,20
PROD00171,Compact Elite,Beauty & Personal,OnePlus,11475.61,759,474
PROD00172,Cushion Cover Lite,Home & Kitchen,Peter England,8798.39,1895,333
PROD00173,Tablet Pro,Electronics,Wildcraft,12552.73,1885,254
PROD00174,Compact Standard,Beauty & Personal,Dabur,18427.24,2610,420
PROD00175,Power Bank Pro,Electronics,Noise,20949.81,3696,413
PROD00176,Atta Pro,Grocery & Food,Whirlpool,2533.78,3052,75
PROD00177,Puzzle Standard,Toys & Baby,FabIndia,1667.1,180,281
PROD00178,Pickle Pro,Grocery & Food,Tata,8539.24,1726,7
PROD00179,T-Shirt Max,Clothing,Patanjali,1024.85,188,306
PROD00180,Comic Plus,Books,Dabur,12394.8,2589,433
PROD00181,Lehenga Plus,Clothing,Reliance,20606.46,2201,200
PROD00182,Curtain Plus,Home & Kitchen,Bajaj,8723.88,90,146
PROD00183,Tracksuit Pro,Clothing,Peter England,11920.83,821,375
PROD00184,Remote Car Plus,Toys & Baby,Boat,14378.82,23891,318
PROD00185,Laptop Plus,Electronics,Peter England,22845.08,277,113
PROD00186,Dupatta Max,Clothing,Reliance,23168.43,1504,174
PROD00187,T-Shirt Standard,Clothing,Samsung India,15813.83,4600,217
PROD00188,Shampoo Plus,Beauty & Personal,Bata,303.21,954,469
PROD00189,Cricket Bat Max,Sports & Fitness,Amul,4779.79,406,153
PROD00190,Laptop Standard,Electronics,Boat,5080.95,4996,209
PROD00191,Skipping Rope Pro,Sports & Fitness,Reliance,14992.86,2589,99
PROD00192,Baby Rattle Lite,Toys & Baby,Dabur,17703.47,939,131
PROD00193,Pressure Cooker Lite,Home & Kitchen,Whirlpool,2268.84,1399,119
PROD00194,Gym Gloves Plus,Sports & Fitness,Reliance,7276.16,3029,361
PROD00195,Self Help Book Lite,Books,Reliance,12702.31,1643,463
PROD00196,Tiffin Box Elite,Home & Kitchen,Reliance,19294.63,2951,420
PROD00197,Smart TV Plus,Electronics,W for Woman,8642.85,2519,248
PROD00198,T-Shirt Plus,Clothing,Unbranded,12453.72,2804,218
PROD00199,Honey Plus,Grocery & Food,Amul,12427.9,970,287
PROD00200,Bedsheet Pro,Home & Kitchen,Patanjali,23171.66,2815,316
PROD00201,Tracksuit Plus,Clothing,Unbranded,21137.41,4557,412
PROD00202,Badminton Racket Plus,Sports & Fitness,Whirlpool,21453.22,4983,447
PROD00203,Baby Rattle Max,Toys & Baby,Wildcraft,4205.85,1552,108
PROD00204,Kurta Pro,Clothing,Godrej,22524.62,3240,2
PROD00205,Jeans Max,Clothing,Reliance,9872.72,458,131
PROD00206,Baby Rattle Elite,Toys & Baby,Tata,13640.42,4691,192
PROD00207,Kajal Max,Beauty & Personal,Boat,15376.21,4013,137
PROD00208,Serum Standard,Beauty & Personal,Boat,10781.9,2809,25
PROD00209,Children Book Pro,Books,Bajaj,8612.86,4728,344
PROD00210,Cushion Cover Pro,Home & Kitchen,Samsung India,6237.02,880,167
PROD00211,Dumbbell Max,Sports & Fitness,Unbranded,12862.14,714,102
PROD00212,Shirt Plus,Clothing,Unbranded,20947.93,3367,404
PROD00213,Hair Oil Plus,Beauty & Personal,Bata,19141.33,4338,462
PROD00214,Pressure Cooker Lite,Home & Kitchen,Boat,12771.04,4716,29
PROD00215,Face Cream Standard,Beauty & Personal,Tata,8602.06,3217,55
PROD00216,Body Lotion Elite,Beauty & Personal,Bata,366.4,3901,410
PROD00217,Power Bank Max,Electronics,Noise,5231.19,2589,348
PROD00218,Cycling Helmet Max,Sports & Fitness,Wildcraft,4709.99,2407,305
PROD00219,Kurta Pro,Clothing,Wildcraft,14728.33,4299,322
PROD00220,Curtain Elite,Home & Kitchen,Bajaj,23021.99,1671,399
PROD00221,Face Wash Plus,Beauty & Personal,Wildcraft,7938.85,1180,20
PROD00222,Protein Bar Pro,Grocery & Food,Samsung India,19837.96,2589,426
PROD00223,Face Cream Pro,Beauty & Personal,Marico,8275.87,4193,204
PROD00224,Tracksuit Max,Clothing,Peter England,24104.85,1921,216
PROD00225,Face Wash Elite,Beauty & Personal,Tata,4910.27,2589,194
PROD00226,Lehenga Pro,Clothing,Dabur,10200.86,501,469
PROD00227,Pressure Cooker Plus,Home & Kitchen,Boat,3775.52,3145,205
PROD00228,Power Bank Pro,Electronics,Bajaj,5693.25,3076,301
PROD00229,Action Figure Elite,Toys & Baby,Noise,2692.75,1120,112
PROD00230,Gym Gloves Plus,Sports & Fitness,Bajaj,2781.36,929,410
PROD00231,Puzzle Max,Toys & Baby,Reliance,15730.0,3650,22
PROD00232,Kurta Max,Clothing,Boat,19606.2,2453,324
PROD00233,Power Bank Elite,Electronics,Whirlpool,2070.66,3699,495
PROD00234,Serum Elite,Beauty & Personal,OnePlus,5570.69,2206,385
PROD00235,Remote Car Standard,Toys & Baby,Boat,8060.15,4891,210
PROD00236,Smart Watch Plus,Electronics,Dabur,23421.36,697,26
PROD00237,Sports Shoes Plus,Sports & Fitness,Bata,14970.17,3567,137
PROD00238,Smart TV Plus,Electronics,Noise,2725.43,4911,217
PROD00239,Charger Elite,Electronics,Reliance,9274.09,2870,97
PROD00240,Comic Max,Books,Godrej,17892.74,4319,193
PROD00241,Atta Plus,Grocery & Food,Noise,24455.96,1900,247
PROD00242,Sports Shoes Elite,Sports & Fitness,Wildcraft,18471.32,4215,275
PROD00243,Water Bottle Elite,Home & Kitchen,Samsung India,4569.5,1849,176
PROD00244,Saree Pro,Clothing,W for Woman,20487.68,1377,165
PROD00245,Kurta Standard,Clothing,Bata,132.21,1915,231
PROD00246,Tracksuit Pro,Clothing,Noise,12084.66,2589,100
PROD00247,Kurta Lite,Clothing,Patanjali,8658.53,1055,417
PROD00248,Charger Plus,Electronics,Wildcraft,23659.84,4289,0
PROD00249,Compact Pro,Beauty & Personal,Patanjali,1194.69,2378,457
PROD00250,Shirt Plus,Clothing,Wildcraft,6425.43,4608,260
PROD00251,Smart TV Lite,Electronics,Godrej,6532.57,3569,203
PROD00252,Badminton Racket Lite,Sports & Fitness,Bajaj,10612.36,1535,380
PROD00253,Dry Fruits Plus,Grocery & Food,Samsung India,23086.47,2797,309
PROD00254,Badminton Racket Pro,Sports & Fitness,Godrej,16331.89,2167,144
PROD00255,Salwar Suit Max,Clothing,Peter England,3078.76,2197,482
PROD00256,Pressure Cooker Lite,Home & Kitchen,Noise,20629.38,4906,57
PROD00257,Action Figure Elite,Toys & Baby,Amul,168804.98,1396,33
PROD00258,Smart TV Plus,Electronics,Marico,452.05,542,160
PROD00259,Salwar Suit Plus,Clothing,Reliance,22967.33,1356,21
PROD00260,Bedsheet Lite,Home & Kitchen,Amul,1232.53,4674,499
PROD00261,Curtain Pro,Home & Kitchen,Bata,15267.11,1573,94
PROD00262,Comic Max,Books,OnePlus,15039.91,2849,213
PROD00263,NCERT Guide Standard,Books,FabIndia,15238.49,4564,174
PROD00264,Tablet Plus,Electronics,Godrej,21213.47,3446,253
PROD00265,Curtain Elite,Home & Kitchen,Godrej,3133.81,751,259
PROD00266,Bedsheet Plus,Home & Kitchen,Bata,13389.06,1539,291
PROD00267,Atta Plus,Grocery & Food,Havells,14360.43,3660,499
PROD00268,Hair Oil Max,Beauty & Personal,Noise,9970.81,1154,38
PROD00269,Lego Set Elite,Toys & Baby,Noise,13224.42,4755,423
PROD00270,Hair Oil Elite,Beauty & Personal,Boat,12547.55,489,381
PROD00271,Speaker Plus,Electronics,Tata,18985.47,1277,68
PROD00272,Non-stick Pan Pro,Home & Kitchen,Samsung India,3688.99,2030,141
PROD00273,Body Lotion Elite,Beauty & Personal,Wildcraft,787.26,3476,400
PROD00274,Badminton Racket Lite,Sports & Fitness,Unbranded,23289.72,4916,181
PROD00275,Lipstick Max,Beauty & Personal,Dabur,7874.46,3584,379
PROD00276,Spice Set Plus,Grocery & Food,W for Woman,19802.73,2008,0
PROD00277,Lehenga Pro,Clothing,Tata,8026.46,2505,494
PROD00278,Dal Pro,Grocery & Food,Boat,147.4,1843,96
PROD00279,Power Bank Lite,Electronics,OnePlus,5428.04,435,348
PROD00280,Honey Max,Grocery & Food,Noise,2679.73,1391,66
PROD00281,T-Shirt Pro,Clothing,Bajaj,20576.37,1596,325
PROD00282,Kajal Standard,Beauty & Personal,Godrej,4310.23,2877,467
PROD00283,Serum Elite,Beauty & Personal,OnePlus,24841.41,1924,74
PROD00284,Lipstick Max,Beauty & Personal,Tata,15335.9,2820,351
PROD00285,Pressure Cooker Max,Home & Kitchen,Boat,8105.85,4678,414
PROD00286,Smart TV Lite,Electronics,Dabur,12642.97,2921,33
PROD00287,Kajal Lite,Beauty & Personal,W for Woman,24043.69,3664,71
PROD00288,Sports Shoes Pro,Sports & Fitness,Wildcraft,15920.92,2777,5
PROD00289,Kurta Standard,Clothing,Whirlpool,18851.83,4412,271
PROD00290,Cushion Cover Plus,Home & Kitchen,W for Woman,12367.81,1765,386
PROD00291,Dupatta Plus,Clothing,Dabur,13340.99,3472,167
PROD00292,Remote Car Plus,Toys & Baby,Boat,24597.78,4659,177
PROD00293,Face Wash Standard,Beauty & Personal,Godrej,15130.66,2882,188
PROD00294,Drawing Kit Elite,Toys & Baby,Wildcraft,13569.96,3949,156
PROD00295,Charger Elite,Electronics,Wildcraft,21841.11,3304,286
PROD00296,Gym Gloves Standard,Sports & Fitness,Whirlpool,11256.63,4584,167
PROD00297,Jacket Standard,Clothing,Unbranded,11865.88,91,104
PROD00298,Face Cream Lite,Beauty & Personal,Tata,17768.66,421,325
PROD00299,Puzzle Max,Toys & Baby,Samsung India,4036.38,1568,298
PROD00300,Compact Pro,Beauty & Personal,W for Woman,3297.7,779,219
PROD00301,Puzzle Plus,Toys & Baby,Wildcraft,15476.42,3599,87
PROD00302,Cushion Cover Lite,Home & Kitchen,Bata,4626.12,3781,269
PROD00303,Dumbbell Plus,Sports & Fitness,Dabur,10915.38,1785,30
PROD00304,Pressure Cooker Elite,Home & Kitchen,Patanjali,20119.98,4523,25
PROD00305,Puzzle Pro,Toys & Baby,Amul,7782.38,2673,455
PROD00306,Children Book Lite,Books,W for Woman,18569.13,412,382
PROD00307,Hair Oil Pro,Beauty & Personal,FabIndia,8228.74,4767,279
PROD00308,Cricket Bat Lite,Sports & Fitness,Bata,1041.09,2940,64
PROD00309,Action Figure Max,Toys & Baby,Whirlpool,2335.65,77,137
PROD00310,Competitive Exam Book Standard,Books,Marico,10873.99,1276,313
PROD00311,Power Bank Pro,Electronics,Unbranded,7980.3,634,479
PROD00312,Green Tea Lite,Grocery & Food,Wildcraft,11749.35,3413,362
PROD00313,Children Book Lite,Books,Bata,13099.83,4044,497
PROD00314,Sunscreen Lite,Beauty & Personal,Whirlpool,23569.16,4279,381
PROD00315,Yoga Mat Plus,Sports & Fitness,Boat,11829.45,2125,241
PROD00316,Bedsheet Standard,Home & Kitchen,Dabur,21443.02,4414,62
PROD00317,Spice Set Plus,Grocery & Food,Boat,21273.92,1950,391
PROD00318,Sunscreen Lite,Beauty & Personal,Godrej,22190.67,2184,435
PROD00319,Shirt Max,Clothing,Patanjali,13470.36,2856,274
PROD00320,Organic Ghee Max,Grocery & Food,Peter England,7189.04,4358,331
PROD00321,Honey Standard,Grocery & Food,Bajaj,19665.98,1624,462
PROD00322,Salwar Suit Plus,Clothing,Wildcraft,8099.89,2505,424
PROD00323,Pickle Plus,Grocery & Food,Havells,22398.77,4476,228
PROD00324,Dumbbell Max,Sports & Fitness,Reliance,2664.93,3166,429
PROD00325,Shirt Pro,Clothing,Amul,16968.97,1675,113
PROD00326,Dal Max,Grocery & Food,Whirlpool,12057.0,2657,10
PROD00327,Smart TV Pro,Electronics,Wildcraft,15195.58,3589,172
PROD00328,Skipping Rope Lite,Sports & Fitness,Bata,2824.07,2156,0
PROD00329,Baby Rattle Max,Toys & Baby,Bata,24282.71,2165,97
PROD00330,Puzzle Pro,Toys & Baby,Dabur,17874.32,643,308
PROD00331,Speaker Standard,Electronics,Boat,7161.75,1452,272
PROD00332,Curtain Standard,Home & Kitchen,Boat,22241.84,2655,155
PROD00333,Laptop Lite,Electronics,Havells,11347.45,1899,141
PROD00334,Shirt Standard,Clothing,Patanjali,4691.14,3773,279
PROD00335,Protein Bar Pro,Grocery & Food,Noise,10792.98,209,43
PROD00336,Action Figure Elite,Toys & Baby,Boat,8016.0,1837,340
PROD00337,Skipping Rope Max,Sports & Fitness,Dabur,17724.2,2448,0
PROD00338,Baby Rattle Lite,Toys & Baby,Samsung India,579.57,3978,22
PROD00339,Jacket Lite,Clothing,Marico,22009.69,3674,70
PROD00340,Stuffed Animal Standard,Toys & Baby,Dabur,10835.85,2288,431
PROD00341,Cycling Helmet Max,Sports & Fitness,Amul,2866.75,297,438
PROD00342,Sunscreen Elite,Beauty & Personal,Amul,19207.26,2446,218
PROD00343,Webcam Pro,Electronics,Bajaj,24707.15,67,248
PROD00344,Curtain Max,Home & Kitchen,Peter England,22572.21,1169,344
PROD00345,Smartphone Max,Electronics,Dabur,4158.37,643,117
PROD00346,Power Bank Standard,Electronics,Wildcraft,5453.42,2991,287
PROD00347,Tracksuit Lite,Clothing,Bajaj,24691.93,365,324
PROD00348,Dumbbell Standard,Sports & Fitness,Bata,5107.58,4957,7
PROD00349,Shampoo Standard,Beauty & Personal,OnePlus,7576.21,2589,404
PROD00350,Smart Watch Plus,Electronics,Marico,15588.77,2957,479
PROD00351,Power Bank Standard,Electronics,Peter England,7318.25,3429,411
PROD00352,Action Figure Max,Toys & Baby,W for Woman,9564.09,4397,450
PROD00353,Charger Pro,Electronics,Samsung India,18543.75,1714,163
PROD00354,Water Bottle Standard,Home & Kitchen,Amul,14852.13,3254,348
PROD00355,Earbuds Elite,Electronics,Unbranded,20262.09,117,175
PROD00356,Self Help Book Pro,Books,Reliance,19397.26,1449,124
PROD00357,Charger Plus,Electronics,Whirlpool,19990.79,782,408
PROD00358,Body Lotion Max,Beauty & Personal,FabIndia,4485.75,1395,498
PROD00359,Webcam Standard,Electronics,FabIndia,6459.85,4480,159
PROD00360,Bedsheet Lite,Home & Kitchen,Dabur,4604.14,438,212
PROD00361,Bedsheet Standard,Home & Kitchen,Reliance,3108.68,3564,280
PROD00362,Spice Set Plus,Grocery & Food,Marico,21263.6,3088,323
PROD00363,Pressure Cooker Standard,Home & Kitchen,Peter England,144.31,4784,211
PROD00364,Smartphone Plus,Electronics,Amul,15705.47,1739,336
PROD00365,Self Help Book Max,Books,Whirlpool,21827.42,3519,367
PROD00366,Face Cream Pro,Beauty & Personal,Bata,4228.02,2589,425
PROD00367,Tracksuit Plus,Clothing,Unbranded,23293.37,4612,363
PROD00368,Badminton Racket Standard,Sports & Fitness,Bajaj,23938.02,2555,449
PROD00369,Smart Watch Lite,Electronics,Bata,14539.98,2021,16
PROD00370,Cushion Cover Lite,Home & Kitchen,Unbranded,16693.92,1627,0
PROD00371,Webcam Standard,Electronics,OnePlus,4705.41,3842,268
PROD00372,Kurta Standard,Clothing,Bajaj,24603.36,2589,427
PROD00373,Badminton Racket Elite,Sports & Fitness,Wildcraft,18498.73,3629,76
PROD00374,Sunscreen Lite,Beauty & Personal,Whirlpool,12928.65,4135,447
