product_id,product_name,product_category,brand,unit_price,weight_grams,stock_qty
PROD00123,Lehenga Plus,Clothing,Dabur,107267.03,2370.0,138.0
PROD00124,Hair Oil Lite,Beauty & Personal,Reliance,4730.0,3426.0,
PROD00125,Kajal Max,Beauty & Personal,Tata,17112.91,537.0,422.0
PROD00126,Remote Car Plus,Toys & Baby,FabIndia,19762.14,4706.0,237.0
PROD00127,Charger Elite,Electronics,Samsung India,18586.81,3927.0,412.0
PROD00128,Action Figure Elite,Toys & Baby,Marico,13271.33,3695.0,304.0
PROD00129,Speaker Standard,Electronics,Godrej,12903.35,1878.0,317.0
PROD00130,Non-stick Pan Max,Home & Kitchen,Bata,20553.9,2446.0,64.0
PROD00131,Charger Elite,Electronics,Havells,17239.66,1088.0,28.0
PROD00132,Stuffed Animal Max,Toys & Baby,Peter England,19832.25,1976.0,457.0
PROD00133,Comic Lite,Books,Dabur,5224.74,1188.0,327.0
PROD00134,Mixer Grinder Elite,Home & Kitchen,Tata,24161.51,2849.0,286.0
PROD00135,Pressure Cooker Standard,Home & Kitchen,Havells,18333.04,3719.0,335.0
PROD00136,Pressure Cooker Plus,Home & Kitchen,Reliance,10586.9,3112.0,133.0
PROD00137,Curtain Standard,Home & Kitchen,OnePlus,15000.09,1625.0,481.0
PROD00138,NCERT Guide Plus,Books,Wildcraft,16011.76,639.0,229.0
PROD00139,Sunscreen Elite,Beauty & Personal,Whirlpool,20039.96,4546.0,333.0
PROD00140,T-Shirt Max,Clothing,Peter England,17533.69,3931.0,350.0
PROD00141,Face Cream Elite,Beauty & Personal,Tata,21117.45,4503.0,235.0
PROD00142,Stuffed Animal Standard,Toys & Baby,OnePlus,9898.21,2527.0,371.0
PROD00143,Stuffed Animal Standard,Toys & Baby,Bata,10560.02,4757.0,434.0
PROD00144,Green Tea Standard,Grocery & Food,Noise,4754.18,2595.0,108.0
PROD00145,Basmati Rice Plus,Grocery & Food,Reliance,12915.92,3910.0,141.0
PROD00146,Charger Plus,Electronics,Havells,10067.85,1753.0,249.0
PROD00147,Action Figure Standard,Toys & Baby,Reliance,16636.91,4651.0,271.0
PROD00148,Baby Rattle Plus,Toys & Baby,Amul,15091.91,1010.0,168.0
PROD00149,Tiffin Box Plus,Home & Kitchen,FabIndia,21442.77,4414.0,378.0
PROD00150,Dumbbell Elite,Sports & Fitness,FabIndia,4247.89,1930.0,339.0
PROD00151,Dal Max,Grocery & Food,Amul,22889.39,1436.0,297.0
PROD00152,Charger Elite,Electronics,Samsung India,5551.1,,277.0
PROD00153,Cushion Cover Lite,Home & Kitchen,Peter England,18030.51,2165.0,477.0
PROD00154,Atta Max,Grocery & Food,Havells,12480.14,1224.0,425.0
PROD00155,Competitive Exam Book Max,Books,Marico,17580.49,4898.0,427.0
PROD00156,Speaker Pro,Electronics,,13428.82,2869.0,107.0
PROD00157,Basmati Rice Max,Grocery & Food,Samsung India,16326.8,729.0,210.0
PROD00158,Remote Car Lite,Toys & Baby,Tata,18811.99,3987.0,
PROD00159,Hair Oil Plus,Beauty & Personal,Dabur,4867.42,4687.0,76.0
PROD00160,Shampoo Elite,Beauty & Personal,Godrej,8590.66,4529.0,443.0
PROD00161,Children Book Standard,Books,,21686.44,397.0,108.0
PROD00162,Puzzle Standard,Toys & Baby,Noise,20909.97,1569.0,69.0
PROD00163,Jeans Plus,Clothing,,17042.47,4113.0,223.0
PROD00164,Curtain Lite,Home & Kitchen,Boat,7666.75,3631.0,441.0
PROD00165,Kurta Elite,Clothing,Whirlpool,5195.29,2796.0,103.0
PROD00166,Mixer Grinder Pro,Home & Kitchen,Havells,1259.96,1648.0,174.0
PROD00167,Kurta Lite,Clothing,Whirlpool,23353.74,4263.0,497.0
PROD00168,Shirt Elite,Clothing,Dabur,15913.2,359.0,373.0
PROD00169,Sports Shoes Standard,Sports & Fitness,Amul,10356.24,4032.0,405.0
PROD00170,Tiffin Box Plus,Home & Kitchen,Bajaj,17267.56,1310.0,20.0
PROD00171,Compact Elite,Beauty & Personal,OnePlus,11475.61,759.0,474.0
PROD00172,Cushion Cover Lite,Home & Kitchen,Peter England,8798.39,1895.0,333.0
PROD00173,Tablet Pro,Electronics,Wildcraft,12552.73,1885.0,254.0
PROD00174,Compact Standard,Beauty & Personal,Dabur,18427.24,2610.0,420.0
PROD00175,Power Bank Pro,Electronics,Noise,20949.81,3696.0,413.0
PROD00176,Atta Pro,Grocery & Food,Whirlpool,2533.78,3052.0,75.0
PROD00177,Puzzle Standard,Toys & Baby,FabIndia,1667.1,180.0,281.0
PROD00178,Pickle Pro,Grocery & Food,Tata,8539.24,1726.0,7.0
PROD00179,T-Shirt Max,Clothing,Patanjali,1024.85,188.0,306.0
PROD00180,Comic Plus,Books,Dabur,12394.8,,433.0
PROD00181,Lehenga Plus,Clothing,Reliance,20606.46,2201.0,200.0
PROD00182,Curtain Plus,Home & Kitchen,Bajaj,8723.88,90.0,146.0
PROD00183,Tracksuit Pro,Clothing,Peter England,11920.83,821.0,375.0
PROD00184,Remote Car Plus,Toys & Baby,Boat,14378.82,23891.58,318.0
PROD00185,Laptop Plus,Electronics,Peter England,22845.08,277.0,113.0
PROD00186,Dupatta Max,Clothing,Reliance,23168.43,1504.0,174.0
PROD00187,T-Shirt Standard,Clothing,Samsung India,15813.83,4600.0,217.0
PROD00188,Shampoo Plus,Beauty & Personal,Bata,303.21,954.0,469.0
PROD00189,Cricket Bat Max,Sports & Fitness,Amul,4779.79,406.0,153.0
PROD00190,Laptop Standard,Electronics,Boat,5080.95,4996.0,209.0
PROD00191,Skipping Rope Pro,Sports & Fitness,Reliance,14992.86,,99.0
PROD00192,Baby Rattle Lite,Toys & Baby,Dabur,17703.47,939.0,131.0
PROD00193,Pressure Cooker Lite,Home & Kitchen,Whirlpool,2268.84,1399.0,119.0
PROD00194,Gym Gloves Plus,Sports & Fitness,Reliance,7276.16,3029.0,361.0
PROD00195,Self Help Book Lite,Books,Reliance,12702.31,1643.0,463.0
PROD00196,Tiffin Box Elite,Home & Kitchen,Reliance,19294.63,2951.0,420.0
PROD00197,Smart TV Plus,Electronics,W for Woman,8642.85,2519.0,248.0
PROD00198,T-Shirt Plus,Clothing,,12453.72,2804.0,218.0
PROD00199,Honey Plus,Grocery & Food,Amul,12427.9,970.0,287.0
PROD00200,Bedsheet Pro,Home & Kitchen,Patanjali,23171.66,2815.0,316.0
PROD00201,Tracksuit Plus,Clothing,,21137.41,4557.0,412.0
PROD00202,Badminton Racket Plus,Sports & Fitness,Whirlpool,21453.22,4983.0,447.0
PROD00203,Baby Rattle Max,Toys & Baby,Wildcraft,4205.85,1552.0,108.0
PROD00204,Kurta Pro,Clothing,Godrej,22524.62,3240.0,2.0
PROD00205,Jeans Max,Clothing,Reliance,9872.72,458.0,131.0
PROD00206,Baby Rattle Elite,Toys & Baby,Tata,13640.42,4691.0,192.0
PROD00207,Kajal Max,Beauty & Personal,Boat,15376.21,4013.0,137.0
PROD00208,Serum Standard,Beauty & Personal,Boat,10781.9,2809.0,25.0
PROD00209,Children Book Pro,Books,Bajaj,8612.86,4728.0,344.0
PROD00210,Cushion Cover Pro,Home & Kitchen,Samsung India,6237.02,880.0,167.0
PROD00211,Dumbbell Max,Sports & Fitness,,12862.14,714.0,102.0
PROD00212,Shirt Plus,Clothing,,20947.93,3367.0,404.0
PROD00213,Hair Oil Plus,Beauty & Personal,Bata,19141.33,4338.0,462.0
PROD00214,Pressure Cooker Lite,Home & Kitchen,Boat,12771.04,4716.0,29.0
PROD00215,Face Cream Standard,Beauty & Personal,Tata,8602.06,3217.0,55.0
PROD00216,Body Lotion Elite,Beauty & Personal,Bata,366.4,3901.0,410.0
PROD00217,Power Bank Max,Electronics,Noise,5231.19,,348.0
PROD00218,Cycling Helmet Max,Sports & Fitness,Wildcraft,4709.99,2407.0,305.0
PROD00219,Kurta Pro,Clothing,Wildcraft,14728.33,4299.0,322.0
PROD00220,Curtain Elite,Home & Kitchen,Bajaj,23021.99,1671.0,399.0
PROD00221,Face Wash Plus,Beauty & Personal,Wildcraft,7938.85,1180.0,20.0
PROD00222,Protein Bar Pro,Grocery & Food,Samsung India,19837.96,,426.0
PROD00223,Face Cream Pro,Beauty & Personal,Marico,8275.87,4193.0,204.0
PROD00224,Tracksuit Max,Clothing,Peter England,24104.85,1921.0,216.0
PROD00225,Face Wash Elite,Beauty & Personal,Tata,4910.27,,194.0
PROD00226,Lehenga Pro,Clothing,Dabur,10200.86,501.0,469.0
PROD00227,Pressure Cooker Plus,Home & Kitchen,Boat,3775.52,3145.0,205.0
PROD00228,Power Bank Pro,Electronics,Bajaj,5693.25,3076.0,301.0
PROD00229,Action Figure Elite,Toys & Baby,Noise,2692.75,1120.0,112.0
PROD00230,Gym Gloves Plus,Sports & Fitness,Bajaj,2781.36,929.0,410.0
PROD00231,Puzzle Max,Toys & Baby,Reliance,15730.0,3650.0,22.0
PROD00232,Kurta Max,Clothing,Boat,19606.2,2453.0,324.0
PROD00233,Power Bank Elite,Electronics,Whirlpool,2070.66,3699.0,495.0
PROD00234,Serum Elite,Beauty & Personal,OnePlus,5570.69,2206.0,385.0
PROD00235,Remote Car Standard,Toys & Baby,Boat,8060.15,4891.0,210.0
PROD00236,Smart Watch Plus,Electronics,Dabur,23421.36,697.0,26.0
PROD00237,Sports Shoes Plus,Sports & Fitness,Bata,14970.17,3567.0,137.0
PROD00238,Smart TV Plus,Electronics,Noise,2725.43,4911.0,217.0
PROD00239,Charger Elite,Electronics,Reliance,9274.09,2870.0,97.0
PROD00240,Comic Max,Books,Godrej,17892.74,4319.0,193.0
PROD00241,Atta Plus,Grocery & Food,Noise,24455.96,1900.0,247.0
PROD00242,Sports Shoes Elite,Sports & Fitness,Wildcraft,18471.32,4215.0,275.0
PROD00243,Water Bottle Elite,Home & Kitchen,Samsung India,4569.5,1849.0,176.0
PROD00244,Saree Pro,Clothing,W for Woman,20487.68,1377.0,165.0
PROD00245,Kurta Standard,Clothing,Bata,132.21,1915.0,231.0
PROD00246,Tracksuit Pro,Clothing,Noise,12084.66,,100.0
PROD00247,Kurta Lite,Clothing,Patanjali,8658.53,1055.0,417.0
PROD00248,Charger Plus,Electronics,Wildcraft,23659.84,4289.0,
PROD00249,Compact Pro,Beauty & Personal,Patanjali,1194.69,2378.0,457.0
PROD00250,Shirt Plus,Clothing,Wildcraft,6425.43,4608.0,260.0
PROD00251,Smart TV Lite,Electronics,Godrej,6532.57,3569.0,203.0
PROD00252,Badminton Racket Lite,Sports & Fitness,Bajaj,10612.36,1535.0,380.0
PROD00253,Dry Fruits Plus,Grocery & Food,Samsung India,23086.47,2797.0,309.0
PROD00254,Badminton Racket Pro,Sports & Fitness,Godrej,16331.89,2167.0,144.0
PROD00255,Salwar Suit Max,Clothing,Peter England,3078.76,2197.0,482.0
PROD00256,Pressure Cooker Lite,Home & Kitchen,Noise,20629.38,4906.0,57.0
PROD00257,Action Figure Elite,Toys & Baby,Amul,168804.98,1396.0,33.0
PROD00258,Smart TV Plus,Electronics,Marico,452.05,542.0,160.0
PROD00259,Salwar Suit Plus,Clothing,Reliance,22967.33,1356.0,21.0
PROD00260,Bedsheet Lite,Home & Kitchen,Amul,1232.53,4674.0,499.0
PROD00261,Curtain Pro,Home & Kitchen,Bata,15267.11,1573.0,94.0
PROD00262,Comic Max,Books,OnePlus,15039.91,2849.0,213.0
PROD00263,NCERT Guide Standard,Books,FabIndia,15238.49,4564.0,174.0
PROD00264,Tablet Plus,Electronics,Godrej,21213.47,3446.0,253.0
PROD00265,Curtain Elite,Home & Kitchen,Godrej,3133.81,751.0,259.0
PROD00266,Bedsheet Plus,Home & Kitchen,Bata,13389.06,1539.0,291.0
PROD00267,Atta Plus,Grocery & Food,Havells,14360.43,3660.0,499.0
PROD00268,Hair Oil Max,Beauty & Personal,Noise,9970.81,1154.0,38.0
PROD00269,Lego Set Elite,Toys & Baby,Noise,13224.42,4755.0,423.0
PROD00270,Hair Oil Elite,Beauty & Personal,Boat,12547.55,489.0,381.0
PROD00271,Speaker Plus,Electronics,Tata,18985.47,1277.0,68.0
PROD00272,Non-stick Pan Pro,Home & Kitchen,Samsung India,3688.99,2030.0,141.0
PROD00273,Body Lotion Elite,Beauty & Personal,Wildcraft,787.26,3476.0,400.0
PROD00274,Badminton Racket Lite,Sports & Fitness,,23289.72,4916.0,181.0
PROD00275,Lipstick Max,Beauty & Personal,Dabur,7874.46,3584.0,379.0
PROD00276,Spice Set Plus,Grocery & Food,W for Woman,19802.73,2008.0,
PROD00277,Lehenga Pro,Clothing,Tata,8026.46,2505.0,494.0
PROD00278,Dal Pro,Grocery & Food,Boat,147.4,1843.0,96.0
PROD00279,Power Bank Lite,Electronics,OnePlus,5428.04,435.0,348.0
PROD00280,Honey Max,Grocery & Food,Noise,2679.73,1391.0,66.0
PROD00281,T-Shirt Pro,Clothing,Bajaj,20576.37,1596.0,325.0
PROD00282,Kajal Standard,Beauty & Personal,Godrej,4310.23,2877.0,467.0
PROD00283,Serum Elite,Beauty & Personal,OnePlus,24841.41,1924.0,74.0
PROD00284,Lipstick Max,Beauty & Personal,Tata,15335.9,2820.0,351.0
PROD00285,Pressure Cooker Max,Home & Kitchen,Boat,8105.85,4678.0,414.0
PROD00286,Smart TV Lite,Electronics,Dabur,12642.97,2921.0,33.0
PROD00287,Kajal Lite,Beauty & Personal,W for Woman,24043.69,3664.0,71.0
PROD00288,Sports Shoes Pro,Sports & Fitness,Wildcraft,15920.92,2777.0,5.0
PROD00289,Kurta Standard,Clothing,Whirlpool,18851.83,4412.0,271.0
PROD00290,Cushion Cover Plus,Home & Kitchen,W for Woman,12367.81,1765.0,386.0
PROD00291,Dupatta Plus,Clothing,Dabur,13340.99,3472.0,167.0
PROD00292,Remote Car Plus,Toys & Baby,Boat,24597.78,4659.0,177.0
PROD00293,Face Wash Standard,Beauty & Personal,Godrej,15130.66,2882.0,188.0
PROD00294,Drawing Kit Elite,Toys & Baby,Wildcraft,13569.96,3949.0,156.0
PROD00295,Charger Elite,Electronics,Wildcraft,21841.11,3304.0,286.0
PROD00296,Gym Gloves Standard,Sports & Fitness,Whirlpool,11256.63,4584.0,167.0
PROD00297,Jacket Standard,Clothing,,11865.88,91.0,104.0
PROD00298,Face Cream Lite,Beauty & Personal,Tata,17768.66,421.0,325.0
PROD00299,Puzzle Max,Toys & Baby,Samsung India,4036.38,1568.0,298.0
PROD00300,Compact Pro,Beauty & Personal,W for Woman,3297.7,779.0,219.0
PROD00301,Puzzle Plus,Toys & Baby,Wildcraft,15476.42,3599.0,87.0
PROD00302,Cushion Cover Lite,Home & Kitchen,Bata,4626.12,3781.0,269.0
PROD00303,Dumbbell Plus,Sports & Fitness,Dabur,10915.38,1785.0,30.0
PROD00304,Pressure Cooker Elite,Home & Kitchen,Patanjali,20119.98,4523.0,25.0
PROD00305,Puzzle Pro,Toys & Baby,Amul,7782.38,2673.0,455.0
PROD00306,Children Book Lite,Books,W for Woman,18569.13,412.0,382.0
PROD00307,Hair Oil Pro,Beauty & Personal,FabIndia,8228.74,4767.0,279.0
PROD00308,Cricket Bat Lite,Sports & Fitness,Bata,1041.09,2940.0,64.0
PROD00309,Action Figure Max,Toys & Baby,Whirlpool,2335.65,77.0,137.0
PROD00310,Competitive Exam Book Standard,Books,Marico,10873.99,1276.0,313.0
PROD00311,Power Bank Pro,Electronics,,7980.3,634.0,479.0
PROD00312,Green Tea Lite,Grocery & Food,Wildcraft,11749.35,3413.0,362.0
PROD00313,Children Book Lite,Books,Bata,13099.83,4044.0,497.0
PROD00314,Sunscreen Lite,Beauty & Personal,Whirlpool,23569.16,4279.0,381.0
PROD00315,Yoga Mat Plus,Sports & Fitness,Boat,11829.45,2125.0,241.0
PROD00316,Bedsheet Standard,Home & Kitchen,Dabur,21443.02,4414.0,62.0
PROD00317,Spice Set Plus,Grocery & Food,Boat,21273.92,1950.0,391.0
PROD00318,Sunscreen Lite,Beauty & Personal,Godrej,22190.67,2184.0,435.0
PROD00319,Shirt Max,Clothing,Patanjali,13470.36,2856.0,274.0
PROD00320,Organic Ghee Max,Grocery & Food,Peter England,7189.04,4358.0,331.0
PROD00321,Honey Standard,Grocery & Food,Bajaj,19665.98,1624.0,462.0
PROD00322,Salwar Suit Plus,Clothing,Wildcraft,8099.89,2505.0,424.0
PROD00323,Pickle Plus,Grocery & Food,Havells,22398.77,4476.0,228.0
PROD00324,Dumbbell Max,Sports & Fitness,Reliance,2664.93,3166.0,429.0
PROD00325,Shirt Pro,Clothing,Amul,16968.97,1675.0,113.0
PROD00326,Dal Max,Grocery & Food,Whirlpool,12057.0,2657.0,10.0
PROD00327,Smart TV Pro,Electronics,Wildcraft,15195.58,3589.0,172.0
PROD00328,Skipping Rope Lite,Sports & Fitness,Bata,2824.07,2156.0,
PROD00329,Baby Rattle Max,Toys & Baby,Bata,24282.71,2165.0,97.0
PROD00330,Puzzle Pro,Toys & Baby,Dabur,17874.32,643.0,308.0
PROD00331,Speaker Standard,Electronics,Boat,7161.75,1452.0,272.0
PROD00332,Curtain Standard,Home & Kitchen,Boat,22241.84,2655.0,155.0
PROD00333,Laptop Lite,Electronics,Havells,11347.45,1899.0,141.0
PROD00334,Shirt Standard,Clothing,Patanjali,4691.14,3773.0,279.0
PROD00335,Protein Bar Pro,Grocery & Food,Noise,10792.98,209.0,43.0
PROD00336,Action Figure Elite,Toys & Baby,Boat,8016.0,1837.0,340.0
PROD00337,Skipping Rope Max,Sports & Fitness,Dabur,17724.2,2448.0,
PROD00338,Baby Rattle Lite,Toys & Baby,Samsung India,579.57,3978.0,22.0
PROD00339,Jacket Lite,Clothing,Marico,22009.69,3674.0,70.0
PROD00340,Stuffed Animal Standard,Toys & Baby,Dabur,10835.85,2288.0,431.0
PROD00341,Cycling Helmet Max,Sports & Fitness,Amul,2866.75,297.0,438.0
